Timestamp,Username,"Programa o carrera que estás estudiando: (en caso de doble titulación, menciona ambas carreras o programas).",Campus al que perteneces,Género,Nacionalidad:,Edad,1.- I get my full water bottle while leaving home.,2.- I wonder about increasing of cancer events in industrial areas.,3.- Degenerated enviromental conditions can cause negative effect on mental health.,"4.- What a pitty!, people think that technology can solve every problem, althought technology cannot produce one gram organic honey.","5.- The reflection of enviromental problems can be seen at the same time, in succession, and more than one area.",6.- I try to pattern people who have positive ecologic behavior in my social life.,7.- I prefer to buy local vegetables and fruits.,8.- I believe that one of the ways of fighting with obesity is enviromental education.,"9.- I have remorse to know some goods I buy, are produced by explotation of human work.","10.- One of the reasons of immigration of rural people, is the job lost due to global firms.",11.- Global firms prevent local producer to have profit.,"12.- People, to immigrate to another place, are cheaper laborer sources for big companies.","13.-  En una escala del 1 al 10, ¿cómo consideras que cambió tu mentalidad y comportamiento respecto a la sostenibilidad, como resultado de lo que aprendiste en tu carrera profesional?  (Donde 1 es nada, 10 es totalmente)",14.- Da alguna razón o justificación de tu respuesta anterior.
2025/06/04 11:19:53 AM MDT,294,LAET ,Campus Monterrey,Mujer,Mexicana ,21 a 22 años,Completely agree,Partly agree,Completely agree,Completely agree,Completely agree,Partly agree,Partly agree,Partly agree,Partly agree,Partly agree,Completely agree,Partly agree,9,En los temas de mi clase y optativas junto a grupos estudiantiles mi perspectiva fue ampliada 
2025/06/04 11:20:49 AM MDT,295,LAET ,Campus Monterrey,Hombre,Mexicano ,21 a 22 años,Partly agree,Not sure,Not sure,Partly agree,Completely agree,Completely agree,Partly agree,Completely agree,Completely agree,Partly agree,Not sure,Partly agree,9,"A lo largo de mis 4 años, comprendí que la sostenibilidad no solo es una tendencia, sino una necesidad para garantizar el bienestar social, económico y ambiental. Aprendí a integrar prácticas sostenibles en la toma de decisiones, identificar el impacto de las actividades empresariales y a valorar el equilibrio entre desarrollo y conservación. "
2025/06/04 11:21:39 AM MDT,296,LAET,Campus Monterrey,Mujer,mexicana ,21 a 22 años,Completely agree,Not sure,Partly agree,Completely agree,Partly agree,Not sure,Partly agree,Not sure,Partly agree,Not sure,Not sure,Completely agree,7,Estuve en una optativa que se enfocaba en el medio ambiente y lo ecológico 
2025/06/04 11:21:49 AM MDT,297,LAET,Campus Monterrey,Hombre,Mexicano,21 a 22 años,Completely agree,Partly agree,Completely agree,Partly agree,Partly agree,Completely agree,Partly agree,Completely agree,Completely agree,Partly agree,Not sure,Partly agree,9,Es problema que puede afectar a las futuras generaciones 
2025/06/04 11:21:51 AM MDT,298,A01570919,Campus Monterrey,Mujer,Mexicana,23 a 24 años,Partly disagree,Partly agree,Partly agree,Partly agree,Not sure,Not sure,Partly disagree,Not sure,Partly agree,Completely agree,Completely agree,Completely agree,10,"Mi forma de ver la sostenibilidad cambió mucho durante la carrera. Ahora entiendo que no solo se trata del medio ambiente, sino de crear valor económico y social de forma responsable. Aún me falta seguir aplicándolo más, pero ya forma parte de cómo pienso y actúo."
2025/06/04 11:21:58 AM MDT,299,LAET,Campus Monterrey,Mujer,Mexicana,21 a 22 años,Completely agree,Not sure,Partly agree,Partly agree,Completely agree,Partly agree,Completely disagree,Partly disagree,Partly agree,Not sure,Partly agree,Not sure,10,Yo antes no le tenia tanta importancia a la sostenibilidad pero a través de la carrera me hicieron abrir los ojos y me hacen enfocarme ya en todo incluyendo siempre la sostenibilidad. 
2025/06/04 11:22:07 AM MDT,300,Estrategia y Transformación de Negocios,Campus Monterrey,Mujer,Mexicana,21 a 22 años,Not sure,Partly disagree,Completely agree,Partly agree,Not sure,Partly disagree,Completely agree,Completely agree,Partly agree,Partly agree,Not sure,Partly disagree,8,.
2025/06/04 11:22:08 AM MDT,301,LAET,Campus Monterrey,Mujer,Mexicana ,21 a 22 años,Completely agree,Completely disagree,Completely agree,Completely agree,Not sure,Partly agree,Not sure,Not sure,Completely disagree,Partly agree,Partly agree,Not sure,8,Considero q yo ya hacía varias cosas para la sostenibilidad pero también me ayudó un poco el tec y una amiga q estudia IDS ahí en el tec también me ayudó mucho 
2025/06/04 11:22:11 AM MDT,302,laet,Campus Monterrey,Mujer,mexicana,21 a 22 años,Partly agree,Partly agree,Partly disagree,Completely agree,Completely agree,Completely agree,Completely agree,Completely agree,Completely agree,Completely agree,Completely agree,Completely agree,10,todo al 100
2025/06/04 11:22:40 AM MDT,303,LAET,Campus Monterrey,Hombre,Mexicana,23 a 24 años,Completely agree,Partly agree,Partly agree,Partly agree,Partly disagree,Completely agree,Completely agree,Partly disagree,Partly agree,Completely agree,Partly agree,Partly agree,6,Te hacen ver la realidad.
2025/06/04 11:23:08 AM MDT,304,Laet,Campus Monterrey,Mujer,Mexicana,21 a 22 años,Completely agree,Partly agree,Completely agree,Not sure,Completely agree,Completely agree,Completely agree,Partly agree,Not sure,Not sure,Completely agree,Completely agree,9,Aprendi mucho de cosas nuevas
2025/06/04 11:23:35 AM MDT,305,LAET,Campus Monterrey,Mujer,MEXICANA,21 a 22 años,Partly agree,Partly disagree,Partly agree,Partly agree,Completely agree,Not sure,Partly agree,Partly agree,Completely agree,Partly agree,Partly agree,Not sure,8,EN VARIAS OCASIONES DE EN MI CARRERA INCLUÍAN ODS Y NEGOCIOS SOSTENIBLES POR LO QUE ENTENDÍ LA IMPORTANCIA DE INCLUIR ESTO EN LOS NEGOCIOS Y VER MÁS ALLÁ DE HACER DINERO 
2025/06/04 11:23:46 AM MDT,306,LAET,Campus Monterrey,Mujer,Mexicana,21 a 22 años,Completely agree,Not sure,Partly agree,Partly agree,Partly agree,Partly agree,Not sure,Not sure,Partly agree,Not sure,Not sure,Partly disagree,8,"Creo que no impacto como tal en mis prácticas sostenibles, pero si me ayudo a ver como las empresas lo pueden implementar y aprendi mucho a cerca de eso"
2025/06/04 11:24:03 AM MDT,307,LAET,Campus Monterrey,Mujer,Mexicana,21 a 22 años,Partly agree,Not sure,Completely agree,Not sure,Partly agree,Partly agree,Partly agree,Completely agree,Not sure,Partly agree,Not sure,Partly agree,10,"En el área de negocios siempre nos inculcaron la importancia de que una empresa sea socialmente responsable o genere valor compartido a la sociedad y en confomre nos enseñaban eso, los principales factores que vismos fueron el factor ambiental y el apoyo a la compra de productos locales, es por ello que ahora soy más conciente del  imapcto que genero en el medio ambiente y en mi sociedad tratando de tomar decisiones que nos ayuden a tener un mundo más sostenible al largo plazo. "
2025/06/04 11:25:02 AM MDT,308,LAET,Campus Monterrey,Hombre,Mexicana,21 a 22 años,Partly agree,Partly agree,Partly agree,Not sure,Partly agree,Partly disagree,Partly agree,Partly disagree,Not sure,Partly agree,Partly disagree,Partly disagree,8,"La mayoría de los proyectos fueron relacionados a sostenibilidad, estas investigaciones me hicieron entrar en razón sobre el tema y la importancia de esta. "
2025/06/04 11:25:14 AM MDT,309,LAET,Campus Monterrey,Mujer,Mexicana,21 a 22 años,Completely agree,Not sure,Partly agree,Partly agree,Partly agree,Not sure,Partly disagree,Partly disagree,Not sure,Not sure,Not sure,Partly disagree,7,"Considero que mi mentalidad y comportamiento respecto a la sostenibilidad han cambiado en un 7 porque, a lo largo de mi formación profesional, adquirí conciencia sobre la importancia de implementar prácticas sostenibles. He incorporado varias de estas prácticas en mi vida diaria y profesional, aunque reconozco que aún hay áreas en las que puedo seguir mejorando"
2025/06/04 11:25:19 AM MDT,310,LAET,Campus Monterrey,Mujer,Mexicana,21 a 22 años,Completely agree,Not sure,Completely agree,Completely agree,Completely agree,Completely agree,Partly agree,Partly agree,Completely agree,Completely agree,Completely agree,Completely agree,10,"Siempre había alguna clase relacionada a la agenda 2030 y los ODS, además de tratar de hacer consciencia "
2025/06/04 11:25:37 AM MDT,311,LAET,Campus Monterrey,Hombre,mexicana,23 a 24 años,Partly agree,Partly agree,Completely agree,Partly agree,Partly agree,Partly agree,Not sure,Partly agree,Partly agree,Partly agree,Partly agree,Partly agree,9,me dio una nueva perspectiva de los negocios sostenibles
2025/06/04 11:25:54 AM MDT,312,LAET,Campus Monterrey,Mujer,Mexicana,23 a 24 años,Partly agree,Partly disagree,Completely agree,Partly disagree,Completely agree,Partly agree,Not sure,Not sure,Partly agree,Partly agree,Not sure,Partly disagree,9,Mi carrera me permitió profundizar en la importancia de la responsabilidad en las decisiones de compra y cómo estas pueden influir directamente en la responsabilidad social.
2025/06/04 11:25:54 AM MDT,313,LAET,Campus Monterrey,Mujer,Mexicana,21 a 22 años,Completely agree,Partly agree,Completely agree,Partly agree,Completely agree,Partly agree,Not sure,Partly agree,Completely agree,Completely agree,Partly agree,Completely agree,9,Tuvimos muchas clases con enfoque en la sostenibilidad
2025/06/04 11:26:09 AM MDT,314,LAET,Campus Monterrey,Mujer,Mexicana ,21 a 22 años,Partly agree,Completely disagree,Completely agree,Partly agree,Not sure,Partly agree,Partly disagree,Partly agree,Not sure,Partly agree,Partly agree,Partly agree,10,Es muy importante para el día a día y cualquier cosa a la que te dediques puedes hacer algo mínimo para ayudar a la sostenibilidad y es de gran ayuda 
2025/06/04 11:26:23 AM MDT,315,LAET,Campus Monterrey,Hombre,Ecuatoriana,23 a 24 años,Partly agree,Partly agree,Completely agree,Not sure,Completely agree,Partly agree,Not sure,Not sure,Partly agree,Partly agree,Partly agree,Partly agree,8,Creo que si cambió pero no al 100
2025/06/04 11:26:43 AM MDT,316,LAET,Campus Monterrey,Mujer,Mexicana,21 a 22 años,Partly agree,Partly agree,Completely agree,Not sure,Completely agree,Partly agree,Not sure,Partly disagree,Not sure,Completely agree,Partly agree,Partly agree,8,"Me enseñaron elementos valiosos como el Triple Bottom Line, Negocios Conscientes y el Capitalismo Consciente. Comprendí la importancia de darle valor a elementos ambientales y sociales, y no solo enfocarse en factores de generación económica. "
2025/06/04 11:27:21 AM MDT,317,Laet,Campus Monterrey,Mujer,Mexicana,21 a 22 años,Completely agree,Partly agree,Completely agree,Partly agree,Partly agree,Partly agree,Not sure,Completely agree,Partly agree,Partly agree,Partly agree,Partly agree,9,Nos enfocabamos mucho en hacer negocios conscientes y sostenibles 
2025/06/04 11:30:56 AM MDT,318,LAET,Campus Monterrey,Hombre,Mexicano,21 a 22 años,Not sure,Not sure,Partly agree,Not sure,Not sure,Not sure,Partly agree,Not sure,Partly agree,Not sure,Partly agree,Partly agree,7,"Aprendí mucho sobre su importancia para el futuro, y las generaciones que siguen."
2025/06/04 11:31:58 AM MDT,319,LAET,Campus Monterrey,Mujer,Mexicana,21 a 22 años,Partly agree,Not sure,Completely agree,Partly disagree,Partly agree,Completely agree,Not sure,Partly agree,Partly agree,Partly agree,Partly agree,Partly agree,9,"Al principio pensaba que era solo un tema de cuidar el medio ambiente, pero ahora entiendo que también tiene que ver con cómo las empresas tratan a las personas, usan sus recursos y piensan en el futuro.

Aprendí que una empresa puede ser responsable con el planeta y con la sociedad, y al mismo tiempo ser rentable. Ahora valoro mucho más tomar decisiones que no solo beneficien a la empresa, sino también al entorno y a la comunidad."
2025/06/04 11:34:24 AM MDT,320,LAET,Campus Monterrey,Mujer,Mexicana ,21 a 22 años,Completely agree,Partly agree,Completely agree,Partly agree,Completely agree,Completely agree,Completely agree,Completely agree,Partly agree,Not sure,Not sure,Partly agree,9,"Gracias a los modelos de Triple Bottom Line, Canvas Social y Capitalismo Consciente, me hicieron comprender nuestro impacto como personas en el mundo, como nuestras acciones pueden generar cambios positivos en el medio ambiente y sociedad. Lo que nos deja a nosotros la responsabilidad como futuros líderes en organizaciones, de impulsar cambios conscientes que haga una a la sociedad un mejor lugar en el futuro "
2025/06/04 11:46:13 AM MDT,321,LAET,Campus Monterrey,Hombre,México,23 a 24 años,Completely agree,Not sure,Completely agree,Partly agree,Not sure,Not sure,Completely disagree,Partly agree,Partly agree,Partly agree,Partly agree,Partly agree,10,"Considero que es un tema recurrente, y de gran valor, anterior a la carrera no lo logré escuchar con tanta frecuencia y creo que despues de estos 4 años de carrera logras comprender y normalizar que es un tema que debe estar presenta a la hora de implementar cualquier idea, ya se proyecto social, de innovación o de negocio. "
